id,name,email,lifetime_value,successful_payment_count,failed_payment_count,average_payment_delay_days,created_at
CUST-1231,Swati Deshmukh,swati.deshmukh231@yahoo.com,173992.38,24,3,0.3,2026-01-30T13:16:03.992776
CUST-1232,Swati Deshmukh,swati.deshmukh232@outlook.com,161669.98,5,0,3.1,2026-01-03T13:16:03.992776
CUST-1233,Pooja Trivedi,pooja.trivedi233@enterprise.org,171455.6,3,1,3.8,2025-12-17T13:16:03.992776
CUST-1234,Priya Mehta,priya.mehta234@gmail.com,62818.87,43,2,1.7,2025-10-12T13:16:03.992776
CUST-1235,Priya Iyer,priya.iyer235@yahoo.com,171370.2,25,2,2.1,2026-06-20T13:16:03.992776
CUST-1236,Manish Mehta,manish.mehta236@techcorp.in,94902.74,22,5,1.3,2026-06-01T13:16:03.992776
CUST-1237,Rohan Joshi,rohan.joshi237@acme.io,131847.59,37,0,1.3,2026-03-18T13:16:03.992776
CUST-1238,Nitin Rao,nitin.rao238@techcorp.in,74966.34,33,1,0.6,2026-06-22T13:16:03.992776
CUST-1239,Nitin Joshi,nitin.joshi239@enterprise.org,114052.24,7,5,4.4,2026-02-16T13:16:03.992776
CUST-1240,Pooja Gupta,pooja.gupta240@techcorp.in,137831.98,21,1,3.2,2025-09-06T13:16:03.992776
CUST-1241,Sneha Chawla,sneha.chawla241@techcorp.in,59939.2,14,1,1.1,2025-11-19T13:16:03.992776
CUST-1242,Rohan Chawla,rohan.chawla242@techcorp.in,145207.96,31,4,0.7,2026-06-15T13:16:03.992776
CUST-1243,Vikram Singh,vikram.singh243@acme.io,249900.79,32,4,1.9,2026-01-01T13:16:03.992776
CUST-1244,Manish Gupta,manish.gupta244@yahoo.com,243233.03,43,0,2.1,2025-11-07T13:16:03.992776
CUST-1245,Pooja Mehta,pooja.mehta245@techcorp.in,161749.51,13,1,2.0,2026-07-01T13:16:03.992776
CUST-1246,Ananya Trivedi,ananya.trivedi246@yahoo.com,79510.51,12,2,4.2,2026-04-05T13:16:03.992776
CUST-1247,Pooja Trivedi,pooja.trivedi247@outlook.com,212253.76,18,1,2.9,2025-10-20T13:16:03.992776
CUST-1248,Rahul Mehta,rahul.mehta248@enterprise.org,79192.03,36,0,2.3,2026-05-04T13:16:03.992776
CUST-1249,Manish Kulkarni,manish.kulkarni249@yahoo.com,46944.15,41,5,4.1,2026-02-07T13:16:03.992776
CUST-1250,Manish Verma,manish.verma250@gmail.com,24899.6,43,4,1.3,2026-04-13T13:16:03.992776
CUST-1251,Manish Deshmukh,manish.deshmukh251@techcorp.in,161552.84,33,5,2.5,2025-09-04T13:16:03.992776
CUST-1252,Meera Saxena,meera.saxena252@yahoo.com,202148.6,45,3,1.4,2026-06-22T13:16:03.992776
CUST-1253,Priya Joshi,priya.joshi253@acme.io,106827.33,31,1,1.6,2026-05-17T13:16:03.992776
CUST-1254,Siddharth Reddy,siddharth.reddy254@enterprise.org,247065.73,24,3,0.7,2026-01-21T13:16:03.992776
CUST-1255,Gaurav Banerjee,gaurav.banerjee255@gmail.com,83183.39,31,0,1.3,2026-03-25T13:16:03.992776
CUST-1256,Amit Patel,amit.patel256@gmail.com,76101.94,26,4,1.9,2026-05-09T13:16:03.992776
CUST-1257,Siddharth Kulkarni,siddharth.kulkarni257@enterprise.org,81615.16,12,3,4.5,2025-12-02T13:16:03.992776
CUST-1258,Ritu Singh,ritu.singh258@acme.io,10678.19,27,4,2.1,2026-03-28T13:16:03.992776
CUST-1259,Karan Kulkarni,karan.kulkarni259@outlook.com,16921.24,20,3,2.7,2025-08-29T13:16:03.992776
CUST-1260,Ritu Singh,ritu.singh260@techcorp.in,7003.46,8,3,0.7,2026-03-16T13:16:03.992776
CUST-1261,Pooja Bhat,pooja.bhat261@outlook.com,16084.39,5,4,2.6,2026-01-25T13:16:03.992776
CUST-1262,Nisha Singh,nisha.singh262@gmail.com,99655.46,30,4,1.3,2025-09-13T13:16:03.992776
CUST-1263,Swati Patel,swati.patel263@yahoo.com,243895.29,27,2,3.6,2026-02-06T13:16:03.992776
CUST-1264,Nisha Chawla,nisha.chawla264@yahoo.com,53769.18,34,3,2.3,2026-07-06T13:16:03.992776
CUST-1265,Priya Mehta,priya.mehta265@enterprise.org,86594.97,32,4,2.1,2025-09-22T13:16:03.992776
CUST-1266,Gaurav Mehta,gaurav.mehta266@outlook.com,233185.34,22,1,1.8,2025-09-17T13:16:03.992776
CUST-1267,Meera Kulkarni,meera.kulkarni267@outlook.com,129292.17,34,4,2.3,2025-10-14T13:16:03.992776
CUST-1268,Meera Saxena,meera.saxena268@gmail.com,95247.66,45,0,4.4,2025-10-04T13:16:03.992776
CUST-1269,Meera Sharma,meera.sharma269@techcorp.in,121274.6,43,4,2.6,2026-07-03T13:16:03.992776
CUST-1270,Manish Saxena,manish.saxena270@yahoo.com,133436.92,41,3,0.8,2026-03-27T13:16:03.992776
CUST-1271,Priya Kulkarni,priya.kulkarni271@enterprise.org,31924.4,3,3,1.5,2026-05-13T13:16:03.992776
CUST-1272,Kavya Rao,kavya.rao272@acme.io,127945.78,41,3,3.9,2026-06-28T13:16:03.992776
CUST-1273,Amit Trivedi,amit.trivedi273@yahoo.com,142417.26,44,3,2.4,2026-02-19T13:16:03.992776
CUST-1274,Sneha Agarwal,sneha.agarwal274@techcorp.in,88870.12,24,5,3.5,2025-09-03T13:16:03.992776
CUST-1275,Rahul Iyer,rahul.iyer275@acme.io,52104.72,17,2,2.6,2026-04-05T13:16:03.992776
CUST-1276,Meera Singh,meera.singh276@enterprise.org,55783.06,33,2,2.2,2025-10-16T13:16:03.992776
CUST-1277,Rahul Singh,rahul.singh277@gmail.com,145501.82,36,3,4.0,2026-01-08T13:16:03.992776
CUST-1278,Pooja Mehta,pooja.mehta278@outlook.com,15306.29,7,2,4.2,2025-08-28T13:16:03.992776
CUST-1279,Rahul Saxena,rahul.saxena279@yahoo.com,54506.66,36,2,4.2,2026-03-12T13:16:03.992776
CUST-1280,Amit Patel,amit.patel280@techcorp.in,186518.29,17,1,0.3,2025-10-31T13:16:03.992776
CUST-1281,Divya Nair,divya.nair281@gmail.com,29548.5,23,5,2.2,2026-05-20T13:16:03.992776
CUST-1282,Rohan Banerjee,rohan.banerjee282@yahoo.com,104692.33,32,3,3.0,2026-03-04T13:16:03.992776
CUST-1283,Siddharth Singh,siddharth.singh283@enterprise.org,19494.83,7,5,2.6,2025-10-29T13:16:03.992776
CUST-1284,Priya Joshi,priya.joshi284@acme.io,221150.02,13,0,4.5,2026-01-07T13:16:03.992776
CUST-1285,Ritu Joshi,ritu.joshi285@enterprise.org,240722.19,20,0,0.1,2025-10-12T13:16:03.992776
CUST-1286,Swati Patel,swati.patel286@outlook.com,74717.6,43,4,2.4,2026-05-22T13:16:03.992776
CUST-1287,Gaurav Agarwal,gaurav.agarwal287@outlook.com,52238.79,9,2,0.8,2025-12-07T13:16:03.992776
CUST-1288,Rahul Joshi,rahul.joshi288@gmail.com,185471.38,20,4,3.1,2026-04-22T13:16:03.992776
CUST-1289,Sneha Iyer,sneha.iyer289@enterprise.org,224775.48,29,4,1.5,2026-01-05T13:16:03.992776
CUST-1290,Ananya Joshi,ananya.joshi290@yahoo.com,121976.25,17,0,1.2,2026-03-31T13:16:03.992776
CUST-1291,Nitin Kapoor,nitin.kapoor291@outlook.com,78976.73,38,0,1.3,2026-01-26T13:16:03.992776
CUST-1292,Divya Verma,divya.verma292@enterprise.org,33965.09,21,1,1.9,2025-11-14T13:16:03.992776
CUST-1293,Meera Patel,meera.patel293@enterprise.org,229451.94,20,2,2.8,2026-04-08T13:16:03.992776
CUST-1294,Amit Saxena,amit.saxena294@yahoo.com,116469.77,40,2,1.9,2025-10-21T13:16:03.992776
CUST-1295,Ritu Banerjee,ritu.banerjee295@enterprise.org,207272.86,17,5,3.4,2026-06-18T13:16:03.992776
CUST-1296,Gaurav Agarwal,gaurav.agarwal296@techcorp.in,177422.7,6,4,0.6,2025-10-22T13:16:03.992776
CUST-1297,Gaurav Rao,gaurav.rao297@techcorp.in,136481.74,12,2,3.9,2025-12-15T13:16:03.992776
CUST-1298,Ananya Rao,ananya.rao298@enterprise.org,147871.18,7,4,2.1,2026-07-01T13:16:03.992776
CUST-1299,Nitin Mehta,nitin.mehta299@techcorp.in,106779.02,38,0,2.6,2026-02-22T13:16:03.992776
CUST-1300,Rohan Bhat,rohan.bhat300@outlook.com,205031.04,15,4,0.4,2025-12-25T13:16:03.992776
